gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.449329, d0W0.992014, d0W1, d0W0.992014, d0W0.449329, d1W1, d1W0.449329, d1W0.992014, d1W1, d1W0.992014, d1W0.449329, d2W1, d2W0.449329, d2W0.992014, d2W1, d2W0.992014, d2W0.449329, d3W1, d3W0.449329, d3W0.992014, d3W1, d3W0.992014, d3W0.449329, d4W1, d4W0.449329, d4W0.992014, d4W1, d4W0.992014, d4W0.449329, d5W1, d5W0.449329, d5W0.992014, d5W1, d5W0.992014, d5W0.449329, d6W1, d6W0.449329, d6W0.992014, d6W1, d6W0.992014, d6W0.449329, d7W1, d7W0.449329, d7W0.992014, d7W1, d7W0.992014, d7W0.449329, 
770, 0.9725,0.9875,0.9175,0.8025,0.2375,0.05,0.015,0,0.9675,0.9725,0.9475,0.755,0.2425,0.045,0.0275,0.0175,180,1,19,180,19,1,181,2,17,181,17,2,157,5,38,157,38,5,96,39,65,96,65,39,98,24,78,98,78,24,167,1,32,167,32,1,183,0,17,183,17,0,191,0,9,191,9,0,
780, 0.975,0.94,0.945,0.7475,0.16,0.0675,0.0175,0.015,0.98,0.9675,0.9675,0.795,0.2075,0.065,0.0125,0.0125,179,1,20,179,20,1,164,2,34,164,34,2,170,6,24,170,24,6,120,21,59,120,59,21,116,25,59,116,59,25,153,3,44,153,44,3,187,0,13,187,13,0,186,1,13,186,13,1,
790, 0.9675,0.975,0.93,0.775,0.24,0.0425,0.025,0.02,0.9925,0.985,0.9725,0.8025,0.2725,0.0575,0.0425,0.015,179,0,21,179,21,0,185,1,14,185,14,1,156,5,39,156,39,5,109,28,63,109,63,28,104,39,57,104,57,39,164,5,31,164,31,5,176,2,22,176,22,2,189,0,11,189,11,0,
800, 0.9675,0.945,0.8725,0.745,0.1625,0.01,0.02,0.0125,0.995,0.975,0.9325,0.745,0.15,0.0325,0.0275,0.0225,185,0,15,185,15,0,174,2,24,174,24,2,136,9,55,136,55,9,98,35,67,98,67,35,138,16,46,138,46,16,175,3,22,175,22,3,187,0,13,187,13,0,186,0,14,186,14,0,
810, 0.9875,0.9675,0.9175,0.7975,0.2,0.0475,0.03,0.0075,0.995,0.98,0.895,0.8025,0.1525,0.0225,0.0075,0,194,1,5,194,5,1,171,2,27,171,27,2,135,9,56,135,56,9,108,27,65,108,65,27,114,27,59,114,59,27,169,5,26,169,26,5,191,0,9,191,9,0,197,0,3,197,3,0,
820, 0.9825,0.9725,0.9575,0.8175,0.2425,0.04,0.0225,0.0175,0.985,0.9825,0.9175,0.7675,0.21,0.0475,0.025,0.0425,193,0,7,193,7,0,177,2,21,177,21,2,152,5,43,152,43,5,115,28,57,115,57,28,107,27,66,107,66,27,167,6,27,167,27,6,182,2,16,182,16,2,178,1,21,178,21,1,
830, 0.97,0.98,0.9475,0.765,0.21,0.0525,0.0075,0.0025,0.9875,0.9875,0.9475,0.74,0.19,0.06,0.0575,0.0075,190,0,10,190,10,0,188,0,12,188,12,0,158,6,36,158,36,6,99,34,67,99,67,34,101,35,64,101,64,35,157,2,41,157,41,2,175,2,23,175,23,2,190,0,10,190,10,0,
840, 0.985,0.9625,0.95,0.76,0.2575,0.0225,0,0,0.995,0.9825,0.935,0.8225,0.2425,0.09,0.05,0.03,194,0,6,194,6,0,179,1,20,179,20,1,157,4,39,157,39,4,108,24,68,108,68,24,98,21,81,98,81,21,166,6,28,166,28,6,178,1,21,178,21,1,188,0,12,188,12,0,
850, 0.99,0.9975,0.9325,0.7925,0.22,0.02,0,0.005,0.99,0.985,0.935,0.7525,0.245,0.0925,0.05,0.075,193,0,7,193,7,0,191,0,9,191,9,0,154,7,39,154,39,7,96,33,71,96,71,33,92,25,83,92,83,25,154,3,43,154,43,3,177,1,22,177,22,1,174,0,26,174,26,0,
860, 0.9975,0.9975,0.9175,0.8275,0.2525,0.05,0.0075,0.0025,0.9325,0.9775,0.9575,0.8325,0.205,0.0925,0.0225,0.025,179,1,20,179,20,1,185,0,15,185,15,0,157,4,39,157,39,4,123,16,61,123,61,16,116,19,65,116,65,19,147,5,48,147,48,5,195,0,5,195,5,0,188,0,12,188,12,0,
870, 0.9925,0.9875,0.95,0.8275,0.17,0.0525,0.0375,0.0025,0.995,0.9725,0.9825,0.8925,0.22,0.0625,0.0125,0,195,0,5,195,5,0,184,2,14,184,14,2,164,2,34,164,34,2,135,13,52,135,52,13,102,35,63,102,63,35,162,5,33,162,33,5,184,1,15,184,15,1,198,0,2,198,2,0,
880, 0.9625,0.9825,0.98,0.8425,0.2525,0.0625,0.0525,0.0425,0.9975,0.9525,0.94,0.8875,0.255,0.06,0.0275,0.01,186,0,14,186,14,0,177,0,23,177,23,0,171,3,26,171,26,3,130,16,54,130,54,16,100,38,62,100,62,38,155,10,35,155,35,10,173,1,26,173,26,1,184,0,16,184,16,0,
890, 0.95,0.975,0.95,0.835,0.2725,0.0925,0.0375,0.0325,0.965,0.9,0.9225,0.8225,0.265,0.0925,0.0125,0.0225,171,0,29,171,29,0,162,1,37,162,37,1,159,4,37,159,37,4,130,18,52,130,52,18,83,54,63,83,63,54,136,8,56,136,56,8,164,1,35,164,35,1,181,0,19,181,19,0,
900, 0.9775,0.975,0.96,0.8125,0.225,0.065,0.035,0.015,0.9825,0.9725,0.905,0.84,0.1625,0.0925,0.0375,0.025,178,0,22,178,22,0,175,1,24,175,24,1,151,7,42,151,42,7,104,27,69,104,69,27,85,37,78,85,78,37,147,8,45,147,45,8,171,1,28,171,28,1,183,0,17,183,17,0,
910, 0.955,0.96,0.9525,0.7825,0.2475,0.045,0.0275,0.0475,0.98,0.95,0.985,0.84,0.14,0.0175,0.0375,0.0275,182,1,17,182,17,1,161,3,36,161,36,3,178,1,21,178,21,1,115,26,59,115,59,26,98,33,69,98,69,33,176,2,22,176,22,2,171,2,27,171,27,2,170,2,28,170,28,2,
920, 0.965,0.965,0.935,0.7675,0.1875,0.055,0.025,0.05,0.975,0.995,0.96,0.785,0.14,0.005,0.0025,0.005,179,0,21,179,21,0,187,1,12,187,12,1,160,6,34,160,34,6,94,26,80,94,80,26,134,14,52,134,52,14,177,0,23,177,23,0,189,0,11,189,11,0,181,0,19,181,19,0,
930, 0.9675,0.9875,0.965,0.8225,0.2175,0.06,0.0275,0.035,0.9925,0.995,0.97,0.81,0.27,0.045,0.005,0,190,1,9,190,9,1,186,0,14,186,14,0,178,4,18,178,18,4,116,21,63,116,63,21,101,27,72,101,72,27,170,2,28,170,28,2,189,0,11,189,11,0,178,0,22,178,22,0,
940, 0.98,0.9875,0.9475,0.7875,0.165,0.055,0.0325,0.02,0.995,0.96,0.9425,0.8125,0.195,0.04,0.02,0.01,193,0,7,193,7,0,181,1,18,181,18,1,172,2,26,172,26,2,120,28,52,120,52,28,123,26,51,123,51,26,168,2,30,168,30,2,174,1,25,174,25,1,188,0,12,188,12,0,
950, 0.9875,0.985,0.9425,0.8225,0.15,0.02,0.0325,0.025,0.9825,0.9425,0.915,0.785,0.185,0.035,0.02,0.015,183,2,15,183,15,2,177,5,18,177,18,5,147,9,44,147,44,9,110,28,62,110,62,28,125,16,59,125,59,16,179,0,21,179,21,0,180,0,20,180,20,0,179,0,21,179,21,0,
960, 0.9775,0.995,0.9675,0.8325,0.3175,0.0625,0.0275,0.025,0.95,0.9475,0.9175,0.815,0.275,0.085,0.0075,0.03,173,3,24,173,24,3,178,0,22,178,22,0,158,2,40,158,40,2,117,20,63,117,63,20,65,55,80,65,80,55,159,8,33,159,33,8,182,2,16,182,16,2,180,0,20,180,20,0,
970, 0.9875,0.9625,0.965,0.7875,0.2525,0.08,0.0425,0.0325,0.985,0.9725,0.945,0.745,0.2175,0.065,0.0075,0.0325,179,2,19,179,19,2,178,1,21,178,21,1,165,4,31,165,31,4,90,34,76,90,76,34,101,24,75,101,75,24,141,8,51,141,51,8,180,1,19,180,19,1,181,2,17,181,17,2,
980, 0.9825,0.985,0.975,0.8,0.1575,0.04,0.0725,0.0125,0.975,0.965,0.9575,0.7525,0.195,0.0275,0.0125,0.0025,180,0,20,180,20,0,180,0,20,180,20,0,172,3,25,172,25,3,87,36,77,87,77,36,103,22,75,103,75,22,178,4,18,178,18,4,169,1,30,169,30,1,194,0,6,194,6,0,
990, 0.9825,0.9975,0.9525,0.8175,0.1875,0.095,0.0575,0.065,0.9675,0.975,0.9225,0.8075,0.2125,0.05,0.0225,0.0075,182,1,17,182,17,1,190,0,10,190,10,0,155,9,36,155,36,9,107,24,69,107,69,24,95,34,71,95,71,34,139,5,56,139,56,5,171,1,28,171,28,1,176,0,24,176,24,0,
