gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.472367, d0W1, d0W0.472367, d0W0.367879, d1W1, d1W0.367879, d1W0.472367, d1W1, d1W0.472367, d1W0.367879, d2W1, d2W0.367879, d2W0.472367, d2W1, d2W0.472367, d2W0.367879, d3W1, d3W0.367879, d3W0.472367, d3W1, d3W0.472367, d3W0.367879, d4W1, d4W0.367879, d4W0.472367, d4W1, d4W0.472367, d4W0.367879, d5W1, d5W0.367879, d5W0.472367, d5W1, d5W0.472367, d5W0.367879, d6W1, d6W0.367879, d6W0.472367, d6W1, d6W0.472367, d6W0.367879, d7W1, d7W0.367879, d7W0.472367, d7W1, d7W0.472367, d7W0.367879, 
860, 1,1,0.9975,0.9225,0.14,0.0025,0.0025,0,1,1,0.9875,0.925,0.155,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,3,4,193,4,3,159,22,19,159,19,22,146,37,17,146,17,37,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,
870, 1,1,0.9975,0.89,0.155,0.0075,0,0,1,1,0.99,0.895,0.145,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,3,0,197,0,3,163,21,16,163,16,21,164,20,16,164,16,20,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,
880, 1,1,0.9975,0.8725,0.1825,0.0075,0,0,1,1,0.995,0.875,0.1775,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,164,28,8,164,8,28,151,32,17,151,17,32,195,1,4,195,4,1,200,0,0,200,0,0,200,0,0,200,0,0,
890, 1,1,0.9875,0.92,0.08,0.0075,0,0,1,0.9975,0.9875,0.9175,0.0825,0.0075,0,0,200,0,0,200,0,0,199,0,1,199,1,0,191,3,6,191,6,3,164,20,16,164,16,20,160,21,19,160,19,21,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,
900, 1,1,1,0.91,0.12,0.005,0,0,1,1,0.995,0.9025,0.135,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,175,13,12,175,12,13,162,19,19,162,19,19,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
910, 1,1,0.9775,0.8825,0.1025,0.01,0,0,1,1,0.99,0.88,0.1,0.005,0,0,200,0,0,200,0,0,198,1,1,198,1,1,191,4,5,191,5,4,162,25,13,162,13,25,170,15,15,170,15,15,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
920, 1,1,0.9925,0.9075,0.12,0.005,0,0,1,1,0.9925,0.8775,0.1275,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,150,26,24,150,24,26,157,24,19,157,19,24,196,2,2,196,2,2,199,0,1,199,1,0,200,0,0,200,0,0,
930, 1,1,0.9875,0.885,0.1375,0.005,0,0.0025,1,1,0.9875,0.895,0.1325,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,160,28,12,160,12,28,154,22,24,154,24,22,196,0,4,196,4,0,199,0,1,199,1,0,200,0,0,200,0,0,
940, 1,1,0.99,0.875,0.13,0.0025,0,0,1,1,0.995,0.8825,0.1325,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,149,37,14,149,14,37,159,24,17,159,17,24,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
950, 1,1,0.99,0.875,0.1125,0.0025,0,0,0.9975,1,0.9875,0.885,0.1075,0.005,0,0,199,0,1,199,1,0,200,0,0,200,0,0,191,4,5,191,5,4,156,26,18,156,18,26,167,19,14,167,14,19,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
960, 1,1,0.9975,0.855,0.1375,0.005,0,0,1,1,0.99,0.85,0.135,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,149,27,24,149,24,27,166,21,13,166,13,21,192,7,1,192,1,7,200,0,0,200,0,0,200,0,0,200,0,0,
970, 1,1,0.99,0.8925,0.08,0.0025,0,0,1,0.9975,0.9925,0.89,0.08,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,166,22,12,166,12,22,169,18,13,169,13,18,197,2,1,197,1,2,200,0,0,200,0,0,200,0,0,200,0,0,
980, 1,1,1,0.8975,0.0925,0.0125,0,0,1,1,0.995,0.9025,0.0725,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,1,4,195,4,1,170,16,14,170,14,16,153,27,20,153,20,27,190,3,7,190,7,3,200,0,0,200,0,0,200,0,0,200,0,0,
990, 1,1,0.9925,0.8825,0.1325,0,0,0,1,1,0.995,0.89,0.165,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,3,2,195,2,3,174,16,10,174,10,16,151,20,29,151,29,20,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
