trait	loc	mut_effect	dom
1	7881	1.07406	0.5
2	7881	-0.11602	0.5
3	7881	0.965132	0.5
4	7881	0.0928025	0.5
0	7882	0.0401201	0.5
1	7882	0.758003	0.5
2	7882	0.392845	0.5
3	7882	-1.15098	0.5
4	7882	0.577936	0.5
0	7883	0.343358	0.5
1	7883	-0.878958	0.5
2	7883	-0.19455	0.5
3	7883	-0.458277	0.5
4	7883	0.681027	0.5
0	7884	0.29475	0.5
1	7884	1.76707	0.5
2	7884	1.04192	0.5
3	7884	-0.414865	0.5
4	7884	0.0583963	0.5
0	7885	-0.505753	0.5
1	7885	0.279488	0.5
2	7885	0.0684095	0.5
3	7885	-1.2411	0.5
4	7885	1.11491	0.5
0	7886	0.00124804	0.5
1	7886	0.764394	0.5
2	7886	-0.480352	0.5
3	7886	0.800804	0.5
4	7886	2.80669	0.5
0	7887	0.543528	0.5
1	7887	0.924278	0.5
2	7887	1.34451	0.5
3	7887	0.332666	0.5
4	7887	-0.263669	0.5
0	7888	1.58357	0.5
1	7888	0.894667	0.5
2	7888	0.266749	0.5
3	7888	1.23792	0.5
4	7888	-0.196558	0.5
0	7889	-0.882642	0.5
1	7889	-1.02606	0.5
2	7889	1.14139	0.5
3	7889	0.554376	0.5
4	7889	1.72241	0.5
0	7890	0.168456	0.5
1	7890	-1.49874	0.5
2	7890	-1.42151	0.5
3	7890	1.10442	0.5
4	7890	-0.274356	0.5
0	7891	-1.85064	0.5
1	7891	0.0541284	0.5
2	7891	-2.33695	0.5
3	7891	0.783584	0.5
4	7891	0.770529	0.5
0	7892	-0.572359	0.5
1	7892	-0.211589	0.5
2	7892	0.586402	0.5
3	7892	0.0526157	0.5
4	7892	-0.384646	0.5
0	7893	0.623676	0.5
1	7893	1.72143	0.5
2	7893	-0.00866153	0.5
3	7893	-0.890713	0.5
4	7893	-0.135051	0.5
0	7894	1.21835	0.5
1	7894	0.397989	0.5
2	7894	0.333379	0.5
3	7894	1.17217	0.5
4	7894	0.853951	0.5
0	7895	0.347765	0.5
1	7895	1.09101	0.5
2	7895	-0.666879	0.5
3	7895	0.972253	0.5
4	7895	-0.135248	0.5
0	7896	-1.03674	0.5
1	7896	-1.75345	0.5
2	7896	-1.20089	0.5
3	7896	0.695233	0.5
4	7896	0.765953	0.5
0	7897	1.45714	0.5
1	7897	2.51452	0.5
2	7897	0.691428	0.5
3	7897	-0.805951	0.5
4	7897	-0.468116	0.5
0	7898	-0.131891	0.5
1	7898	-0.169795	0.5
2	7898	0.5307	0.5
3	7898	0.42147	0.5
4	7898	-0.712974	0.5
0	7899	-1.60943	0.5
1	7899	0.379332	0.5
2	7899	0.910873	0.5
3	7899	0.870959	0.5
4	7899	-0.913222	0.5
0	7900	0.109679	0.5
1	7900	-0.298282	0.5
2	7900	-0.213599	0.5
3	7900	0.555851	0.5
4	7900	-1.52097	0.5
0	7901	-0.694786	0.5
1	7901	-0.312972	0.5
2	7901	0.853335	0.5
3	7901	-0.240913	0.5
4	7901	0.519141	0.5
0	7902	-1.0722	0.5
1	7902	-0.0777841	0.5
2	7902	2.05908	0.5
3	7902	-1.77164	0.5
4	7902	-0.211626	0.5
0	7903	-0.399726	0.5
1	7903	1.21618	0.5
2	7903	-0.451547	0.5
3	7903	1.5931	0.5
4	7903	-0.578436	0.5
0	7904	0.266144	0.5
1	7904	-1.55663	0.5
2	7904	0.842952	0.5
3	7904	0.150223	0.5
4	7904	-0.336729	0.5
0	7905	-1.01758	0.5
1	7905	-0.240124	0.5
2	7905	0.254517	0.5
3	7905	-2.23667	0.5
4	7905	-1.00798	0.5
0	7906	0.542239	0.5
1	7906	-0.0604338	0.5
2	7906	-0.210892	0.5
3	7906	0.0397758	0.5
4	7906	2.85752	0.5
0	7907	0.21475	0.5
1	7907	-0.0648174	0.5
2	7907	-0.166287	0.5
3	7907	-2.35101	0.5
4	7907	0.966382	0.5
0	7908	-0.610641	0.5
1	7908	-1.42118	0.5
2	7908	-0.471002	0.5
3	7908	-0.360465	0.5
4	7908	-0.0206547	0.5
0	7909	0.517889	0.5
1	7909	1.32355	0.5
2	7909	-2.39177	0.5
3	7909	0.0276499	0.5
4	7909	-0.427627	0.5
0	7910	-1.4095	0.5
1	7910	0.0629275	0.5
2	7910	-0.445006	0.5
3	7910	-0.0440345	0.5
4	7910	0.649287	0.5
0	7911	-1.76786	0.5
1	7911	-0.448401	0.5
2	7911	-1.5084	0.5
3	7911	1.9521	0.5
4	7911	-0.230782	0.5
0	7912	0.419061	0.5
1	7912	0.47915	0.5
2	7912	1.14278	0.5
3	7912	-0.400835	0.5
4	7912	-0.8438	0.5
0	7913	1.60335	0.5
1	7913	-0.52457	0.5
2	7913	0.481917	0.5
3	7913	0.226206	0.5
4	7913	-0.535592	0.5
0	7914	-1.89616	0.5
1	7914	0.797677	0.5
2	7914	-0.662678	0.5
3	7914	-0.570356	0.5
4	7914	-0.726088	0.5
0	7915	-0.125358	0.5
1	7915	0.702511	0.5
2	7915	-2.11574	0.5
3	7915	0.386779	0.5
4	7915	0.367623	0.5
0	7916	-1.1946	0.5
1	7916	0.684637	0.5
2	7916	0.1594	0.5
3	7916	-0.460219	0.5
4	7916	0.838305	0.5
0	7917	-0.453503	0.5
1	7917	0.550139	0.5
2	7917	-0.411115	0.5
3	7917	-1.39147	0.5
4	7917	1.26871	0.5
0	7918	-0.663151	0.5
1	7918	-0.872694	0.5
2	7918	2.47919	0.5
3	7918	-0.117205	0.5
4	7918	-0.130674	0.5
0	7919	-0.0404387	0.5
1	7919	1.15877	0.5
2	7919	-0.982511	0.5
3	7919	0.359267	0.5
4	7919	-0.803559	0.5
0	7920	1.22631	0.5
1	7920	-0.776288	0.5
2	7920	-1.16572	0.5
3	7920	0.567144	0.5
4	7920	-0.353066	0.5
0	7921	0.514809	0.5
1	7921	0.0946253	0.5
2	7921	1.30401	0.5
3	7921	-0.567717	0.5
4	7921	0.538722	0.5
0	7922	0.105402	0.5
1	7922	-3.10166	0.5
2	7922	3.35635	0.5
3	7922	0.541311	0.5
4	7922	-1.05699	0.5
0	7923	0.468476	0.5
1	7923	-0.457259	0.5
2	7923	0.756031	0.5
3	7923	-2.00748	0.5
4	7923	-1.21561	0.5
0	7924	0.713514	0.5
1	7924	-0.0489861	0.5
2	7924	-0.465984	0.5
3	7924	-0.361563	0.5
4	7924	-0.17493	0.5
0	7925	-1.03485	0.5
1	7925	-1.09667	0.5
2	7925	-0.309966	0.5
3	7925	0.349391	0.5
4	7925	-0.370141	0.5
0	7926	-1.66696	0.5
1	7926	-0.0929071	0.5
2	7926	0.135694	0.5
3	7926	-0.666426	0.5
4	7926	0.207569	0.5
0	7927	-1.85661	0.5
1	7927	0.947116	0.5
2	7927	0.938523	0.5
3	7927	0.794969	0.5
4	7927	0.679273	0.5
0	7928	0.200445	0.5
1	7928	2.22117	0.5
2	7928	-0.679576	0.5
3	7928	2.41286	0.5
4	7928	-0.681417	0.5
0	7929	1.24758	0.5
1	7929	0.304439	0.5
2	7929	0.0020979	0.5
3	7929	0.782693	0.5
4	7929	-0.763014	0.5
0	7930	1.383	0.5
1	7930	1.32276	0.5
2	7930	1.10941	0.5
3	7930	-0.261176	0.5
4	7930	-0.00266772	0.5
0	7931	-0.0271235	0.5
1	7931	0.0380969	0.5
2	7931	0.417216	0.5
3	7931	-0.441868	0.5
4	7931	-1.61738	0.5
0	7932	1.43748	0.5
1	7932	1.71959	0.5
2	7932	1.9168	0.5
3	7932	-0.426884	0.5
4	7932	-0.392232	0.5
0	7933	0.568706	0.5
1	7933	0.611949	0.5
2	7933	-1.58749	0.5
3	7933	0.0636819	0.5
4	7933	1.9231	0.5
0	7934	-0.12431	0.5
1	7934	0.424434	0.5
2	7934	0.0129957	0.5
3	7934	-0.314019	0.5
4	7934	1.22493	0.5
0	7935	0.591107	0.5
1	7935	0.504748	0.5
2	7935	-1.00146	0.5
3	7935	-1.68481	0.5
4	7935	1.01439	0.5
0	7936	-0.59676	0.5
1	7936	0.308843	0.5
2	7936	-0.755368	0.5
3	7936	-0.83621	0.5
4	7936	0.750498	0.5
0	7937	0.733431	0.5
1	7937	0.257728	0.5
2	7937	0.863646	0.5
3	7937	0.902495	0.5
4	7937	-0.136291	0.5
0	7938	-1.53249	0.5
1	7938	-0.113897	0.5
2	7938	-1.86469	0.5
3	7938	-0.993016	0.5
4	7938	1.72656	0.5
0	7939	-0.688113	0.5
1	7939	-1.36492	0.5
2	7939	-1.01088	0.5
3	7939	-0.154821	0.5
4	7939	0.854304	0.5
0	7940	-0.21047	0.5
1	7940	0.11794	0.5
2	7940	-2.03274	0.5
3	7940	-1.88384	0.5
4	7940	1.00987	0.5
0	7941	-0.863502	0.5
1	7941	0.611034	0.5
2	7941	-0.59939	0.5
3	7941	-0.608301	0.5
4	7941	-0.361313	0.5
0	7942	0.0494075	0.5
1	7942	0.161337	0.5
2	7942	1.69139	0.5
3	7942	0.938044	0.5
4	7942	-0.504452	0.5
0	7943	1.40238	0.5
1	7943	-0.0641794	0.5
2	7943	0.381843	0.5
3	7943	1.32017	0.5
4	7943	-0.340943	0.5
0	7944	1.11275	0.5
1	7944	1.03705	0.5
2	7944	0.310066	0.5
3	7944	-0.420552	0.5
4	7944	-0.598891	0.5
0	7945	-0.241511	0.5
1	7945	1.13069	0.5
2	7945	-0.778383	0.5
3	7945	0.753772	0.5
4	7945	0.69961	0.5
0	7946	0.0125653	0.5
1	7946	-1.13952	0.5
2	7946	-0.820648	0.5
3	7946	-1.31472	0.5
4	7946	-0.376228	0.5
0	7947	0.350788	0.5
1	7947	-0.448709	0.5
2	7947	-1.02743	0.5
3	7947	-1.12436	0.5
4	7947	0.240843	0.5
0	7948	0.483955	0.5
1	7948	0.80491	0.5
2	7948	0.0864182	0.5
3	7948	-1.16183	0.5
4	7948	0.49532	0.5
0	7949	0.139746	0.5
1	7949	-0.484424	0.5
2	7949	1.17552	0.5
3	7949	0.150826	0.5
4	7949	1.11965	0.5
0	7950	1.06654	0.5
1	7950	-0.250887	0.5
2	7950	-0.6244	0.5
3	7950	0.597438	0.5
4	7950	-0.959025	0.5
0	7951	-0.906508	0.5
1	7951	0.85145	0.5
2	7951	0.0708485	0.5
3	7951	0.466581	0.5
4	7951	0.77568	0.5
0	7952	-2.08658	0.5
1	7952	-0.856883	0.5
2	7952	0.629092	0.5
3	7952	0.639638	0.5
4	7952	1.2696	0.5
0	7953	1.37749	0.5
1	7953	0.0113458	0.5
2	7953	-1.31145	0.5
3	7953	0.234871	0.5
4	7953	-1.78523	0.5
0	7954	-0.301084	0.5
1	7954	0.247427	0.5
2	7954	0.099993	0.5
3	7954	-1.29262	0.5
4	7954	1.46867	0.5
0	7955	1.13556	0.5
1	7955	0.513271	0.5
2	7955	-1.07593	0.5
3	7955	2.36207	0.5
4	7955	-0.386022	0.5
0	7956	0.537431	0.5
1	7956	-2.16721	0.5
2	7956	1.08824	0.5
3	7956	-1.43495	0.5
4	7956	-0.718294	0.5
0	7957	-0.978882	0.5
1	7957	-0.0334113	0.5
2	7957	0.131668	0.5
3	7957	-0.516273	0.5
4	7957	1.65399	0.5
0	7958	1.1896	0.5
1	7958	0.272283	0.5
2	7958	-0.774273	0.5
3	7958	0.917865	0.5
4	7958	-2.0246	0.5
0	7959	-0.512699	0.5
1	7959	0.597746	0.5
2	7959	0.276151	0.5
3	7959	-0.199768	0.5
4	7959	1.62737	0.5
0	7960	0.117988	0.5
1	7960	-0.59205	0.5
2	7960	1.27268	0.5
3	7960	0.00618365	0.5
4	7960	0.361593	0.5
0	7961	1.09401	0.5
1	7961	-0.139	0.5
2	7961	-0.135512	0.5
3	7961	-0.391081	0.5
4	7961	1.37983	0.5
0	7962	-2.29865	0.5
1	7962	-0.99345	0.5
2	7962	-0.0228736	0.5
3	7962	1.42272	0.5
4	7962	0.177748	0.5
0	7963	-0.0792932	0.5
1	7963	-1.13994	0.5
2	7963	2.08025	0.5
3	7963	-1.11177	0.5
4	7963	0.0957505	0.5
0	7964	0.644988	0.5
1	7964	0.661089	0.5
2	7964	-1.33833	0.5
3	7964	0.875748	0.5
4	7964	-2.62436	0.5
0	7965	0.145131	0.5
1	7965	-1.47641	0.5
2	7965	1.93235	0.5
3	7965	-1.0985	0.5
4	7965	-1.40761	0.5
0	7966	0.058834	0.5
1	7966	1.05114	0.5
2	7966	-0.164789	0.5
3	7966	0.0892828	0.5
4	7966	1.32553	0.5
0	7967	-0.533819	0.5
1	7967	-1.34159	0.5
2	7967	-0.222193	0.5
3	7967	-0.0793988	0.5
4	7967	0.923645	0.5
0	7968	-0.447594	0.5
1	7968	0.5229	0.5
2	7968	0.965223	0.5
3	7968	0.437152	0.5
4	7968	0.110169	0.5
0	7969	-0.682559	0.5
1	7969	0.207206	0.5
2	7969	-0.528922	0.5
3	7969	0.38736	0.5
4	7969	0.281473	0.5
0	7970	0.419449	0.5
1	7970	1.64572	0.5
2	7970	0.373633	0.5
3	7970	2.37387	0.5
4	7970	0.276404	0.5
0	7971	0.666879	0.5
1	7971	-0.313287	0.5
2	7971	-0.264844	0.5
3	7971	-1.44038	0.5
4	7971	0.349222	0.5
0	7972	0.509954	0.5
1	7972	0.272803	0.5
2	7972	1.15294	0.5
3	7972	-1.18653	0.5
4	7972	0.410867	0.5
0	7973	-1.72593	0.5
1	7973	-1.08534	0.5
2	7973	0.789873	0.5
3	7973	0.954434	0.5
4	7973	-0.0397126	0.5
0	7974	-0.0188173	0.5
1	7974	-0.408647	0.5
2	7974	0.0191196	0.5
3	7974	1.68205	0.5
4	7974	0.823997	0.5
0	7975	-0.163582	0.5
1	7975	-0.317331	0.5
2	7975	0.892891	0.5
3	7975	1.25438	0.5
4	7975	0.217069	0.5
0	7976	-0.862072	0.5
1	7976	0.479867	0.5
2	7976	1.17762	0.5
3	7976	-1.57067	0.5
4	7976	-0.206205	0.5
0	7977	0.00501315	0.5
1	7977	-0.115521	0.5
2	7977	0.946628	0.5
3	7977	0.110259	0.5
4	7977	1.68184	0.5
0	7978	-0.383923	0.5
1	7978	-1.27726	0.5
2	7978	1.21282	0.5
3	7978	-2.11322	0.5
4	7978	1.51792	0.5
0	7979	-0.773117	0.5
1	7979	0.0837033	0.5
2	7979	1.5007	0.5
3	7979	0.517517	0.5
4	7979	0.485837	0.5
0	7980	-2.07209	0.5
1	7980	0.386158	0.5
2	7980	1.35683	0.5
3	7980	0.0943888	0.5
4	7980	0.1421	0.5
0	7981	-2.01418	0.5
1	7981	-1.00791	0.5
2	7981	-0.571763	0.5
3	7981	1.50971	0.5
4	7981	-0.139034	0.5
0	7982	-1.33617	0.5
1	7982	-1.03024	0.5
2	7982	-1.1268	0.5
3	7982	0.466577	0.5
4	7982	0.450579	0.5
0	7983	0.218668	0.5
1	7983	1.28585	0.5
2	7983	-0.683508	0.5
3	7983	-1.0991	0.5
4	7983	-0.303243	0.5
0	7984	-0.771114	0.5
1	7984	-1.51022	0.5
2	7984	-0.0752057	0.5
3	7984	-0.480813	0.5
4	7984	-1.04568	0.5
0	7985	-0.70066	0.5
1	7985	-0.723395	0.5
2	7985	-0.0790975	0.5
3	7985	-0.628401	0.5
4	7985	1.02424	0.5
0	7986	0.281564	0.5
1	7986	-0.0933831	0.5
2	7986	-0.89256	0.5
3	7986	0.643004	0.5
4	7986	0.167158	0.5
0	7987	-1.67593	0.5
1	7987	-0.118378	0.5
2	7987	-0.139449	0.5
3	7987	0.905126	0.5
4	7987	-1.42801	0.5
0	7988	0.37701	0.5
1	7988	0.0976779	0.5
2	7988	1.53572	0.5
3	7988	1.38559	0.5
4	7988	-0.66048	0.5
0	7989	-1.13603	0.5
1	7989	1.60527	0.5
2	7989	-0.482739	0.5
3	7989	-1.81368	0.5
4	7989	0.701567	0.5
0	7990	-1.31489	0.5
1	7990	0.592827	0.5
2	7990	-2.28604	0.5
3	7990	0.868	0.5
4	7990	-0.744947	0.5
0	7991	-0.217489	0.5
1	7991	1.32051	0.5
2	7991	1.2518	0.5
3	7991	-1.61187	0.5
4	7991	-2.79634	0.5
0	7992	-0.35604	0.5
1	7992	-0.00120829	0.5
2	7992	0.510102	0.5
3	7992	-0.266407	0.5
4	7992	0.434627	0.5
0	7993	-0.276925	0.5
1	7993	-0.260831	0.5
2	7993	0.644826	0.5
3	7993	0.144413	0.5
4	7993	0.119687	0.5
0	7994	0.125388	0.5
1	7994	0.326483	0.5
2	7994	-1.39927	0.5
3	7994	-0.0572785	0.5
4	7994	0.609711	0.5
0	7995	-0.386949	0.5
1	7995	-0.162565	0.5
2	7995	0.866665	0.5
3	7995	1.04339	0.5
4	7995	-1.27753	0.5
0	7996	2.49952	0.5
1	7996	0.313002	0.5
2	7996	0.127417	0.5
3	7996	0.272002	0.5
4	7996	1.26636	0.5
0	7997	-0.530268	0.5
1	7997	0.274698	0.5
2	7997	0.906946	0.5
3	7997	-1.83903	0.5
4	7997	0.787646	0.5
0	7998	-0.984856	0.5
1	7998	-0.443146	0.5
2	7998	0.873868	0.5
3	7998	-2.42069	0.5
4	7998	-1.39538	0.5
0	7999	-0.251983	0.5
1	7999	0.953662	0.5
2	7999	0.134994	0.5
3	7999	0.749513	0.5
4	7999	0.624514	0.5
0	8000	-0.191257	0.5
1	8000	-0.420029	0.5
2	8000	0.0849721	0.5
3	8000	0.14161	0.5
4	8000	-0.832366	0.5
0	8001	0.749184	0.5
1	8001	-2.39931	0.5
2	8001	1.87328	0.5
3	8001	0.680549	0.5
4	8001	0.16861	0.5
0	8002	-0.128774	0.5
1	8002	-1.1738	0.5
2	8002	-2.26382	0.5
3	8002	1.42238	0.5
4	8002	-1.60207	0.5
0	8003	2.41311	0.5
1	8003	1.46239	0.5
2	8003	0.889776	0.5
3	8003	1.51922	0.5
4	8003	0.0905534	0.5
0	8004	-1.4832	0.5
1	8004	-0.968688	0.5
2	8004	0.588939	0.5
3	8004	2.8972	0.5
4	8004	2.14	0.5
0	8005	-0.0802349	0.5
1	8005	1.94676	0.5
2	8005	-0.351229	0.5
3	8005	0.152739	0.5
4	8005	-1.38936	0.5
0	8006	1.10177	0.5
1	8006	1.11657	0.5
2	8006	-0.339425	0.5
3	8006	1.83603	0.5
4	8006	0.300052	0.5
0	8007	-0.376405	0.5
1	8007	-0.509005	0.5
2	8007	1.00215	0.5
3	8007	0.526537	0.5
4	8007	-0.496491	0.5
0	8008	0.766661	0.5
1	8008	1.37888	0.5
2	8008	-1.24737	0.5
3	8008	-0.553482	0.5
4	8008	0.457404	0.5
0	8009	-0.555119	0.5
1	8009	0.000971946	0.5
2	8009	1.45004	0.5
3	8009	-0.227205	0.5
4	8009	0.54716	0.5
0	8010	-1.36453	0.5
1	8010	-0.185947	0.5
2	8010	0.475637	0.5
3	8010	-0.511262	0.5
4	8010	0.25073	0.5
0	8011	1.46419	0.5
1	8011	-0.15115	0.5
2	8011	1.05867	0.5
3	8011	-0.25163	0.5
4	8011	1.51809	0.5
0	8012	-0.874445	0.5
1	8012	1.49047	0.5
2	8012	-0.660343	0.5
3	8012	0.873785	0.5
4	8012	0.0678051	0.5
0	8013	-0.298334	0.5
1	8013	0.448944	0.5
2	8013	0.725645	0.5
3	8013	-2.19664	0.5
4	8013	1.36033	0.5
0	8014	-0.329984	0.5
1	8014	0.794317	0.5
2	8014	0.778972	0.5
3	8014	-0.265252	0.5
4	8014	-1.04138	0.5
0	8015	-0.998454	0.5
1	8015	-0.55323	0.5
2	8015	-1.34145	0.5
3	8015	0.735258	0.5
4	8015	3.38756	0.5
0	8016	-0.928036	0.5
1	8016	-0.0531645	0.5
2	8016	-1.0139	0.5
3	8016	-0.448719	0.5
4	8016	0.163924	0.5
0	8017	-0.141338	0.5
1	8017	-0.929338	0.5
2	8017	0.655019	0.5
3	8017	-0.300745	0.5
4	8017	1.40699	0.5
0	8018	-0.616418	0.5
1	8018	0.247211	0.5
2	8018	1.80399	0.5
3	8018	-2.35177	0.5
4	8018	-0.317595	0.5
0	8019	-0.776887	0.5
1	8019	-1.12347	0.5
2	8019	-0.31474	0.5
3	8019	0.112145	0.5
4	8019	1.20595	0.5
0	8020	1.35609	0.5
1	8020	-0.579452	0.5
2	8020	-0.00505426	0.5
3	8020	0.449355	0.5
4	8020	-0.763744	0.5
0	8021	-0.0226153	0.5
1	8021	-1.04816	0.5
2	8021	-0.201285	0.5
3	8021	1.12716	0.5
4	8021	0.117865	0.5
0	8022	0.834965	0.5
1	8022	-1.28966	0.5
2	8022	1.5413	0.5
3	8022	1.19567	0.5
4	8022	-0.749416	0.5
0	8023	0.688317	0.5
1	8023	1.82694	0.5
2	8023	0.44345	0.5
3	8023	1.47503	0.5
4	8023	0.154124	0.5
0	8024	0.13832	0.5
1	8024	0.388381	0.5
2	8024	-1.52595	0.5
3	8024	1.10762	0.5
4	8024	-0.83123	0.5
0	8025	-1.81019	0.5
1	8025	-2.36229	0.5
2	8025	-1.3384	0.5
3	8025	-1.80213	0.5
4	8025	-0.150147	0.5
0	8026	1.18321	0.5
1	8026	-0.66454	0.5
2	8026	-1.0803	0.5
3	8026	-0.546338	0.5
4	8026	-0.0335604	0.5
0	8027	0.562798	0.5
1	8027	2.12232	0.5
2	8027	-1.0757	0.5
3	8027	-0.328964	0.5
4	8027	0.629039	0.5
0	8028	0.636229	0.5
1	8028	1.48963	0.5
2	8028	0.0722686	0.5
3	8028	-0.402119	0.5
4	8028	-0.733726	0.5
0	8029	0.148189	0.5
1	8029	0.379139	0.5
2	8029	0.93485	0.5
3	8029	-0.291597	0.5
4	8029	0.365294	0.5
0	8030	1.17921	0.5
1	8030	-1.38624	0.5
2	8030	2.17484	0.5
3	8030	0.235039	0.5
4	8030	-0.714613	0.5
0	8031	-1.00583	0.5
1	8031	-0.731987	0.5
2	8031	-0.124932	0.5
3	8031	0.311849	0.5
4	8031	-0.234371	0.5
0	8032	-0.342209	0.5
1	8032	-0.138187	0.5
2	8032	0.493433	0.5
3	8032	-0.207582	0.5
4	8032	0.377697	0.5
0	8033	2.26279	0.5
1	8033	-1.19767	0.5
2	8033	0.949321	0.5
3	8033	-0.892796	0.5
4	8033	0.633116	0.5
0	8034	-1.12849	0.5
1	8034	0.0455325	0.5
2	8034	-0.0639919	0.5
3	8034	-0.884218	0.5
4	8034	-0.520986	0.5
0	8035	-0.629124	0.5
1	8035	-0.989368	0.5
2	8035	-0.138831	0.5
3	8035	1.04663	0.5
4	8035	0.784622	0.5
0	8036	-0.0325517	0.5
1	8036	-1.18398	0.5
2	8036	1.09682	0.5
3	8036	0.105007	0.5
4	8036	0.159502	0.5
0	8037	-0.0902755	0.5
1	8037	-1.96286	0.5
2	8037	-0.289022	0.5
3	8037	-0.671971	0.5
4	8037	1.15717	0.5
0	8038	1.19213	0.5
1	8038	1.76545	0.5
2	8038	-0.164102	0.5
3	8038	0.0743563	0.5
4	8038	-0.46155	0.5
0	8039	-0.237002	0.5
1	8039	-1.39564	0.5
2	8039	0.855353	0.5
3	8039	-0.260066	0.5
4	8039	0.0124364	0.5
0	8040	-0.0274525	0.5
1	8040	0.331894	0.5
2	8040	-2.04395	0.5
3	8040	-0.137104	0.5
4	8040	-1.33121	0.5
0	8041	0.208046	0.5
1	8041	0.0078908	0.5
2	8041	-0.231738	0.5
3	8041	0.618284	0.5
4	8041	-0.916134	0.5
0	8042	-0.592778	0.5
1	8042	-1.15572	0.5
2	8042	3.17462	0.5
3	8042	-0.420525	0.5
4	8042	-0.629548	0.5
0	8043	0.0597967	0.5
1	8043	-0.825893	0.5
2	8043	0.50811	0.5
3	8043	0.308108	0.5
4	8043	1.76996	0.5
0	8044	2.18734	0.5
1	8044	-0.287947	0.5
2	8044	0.00809675	0.5
3	8044	-0.552954	0.5
4	8044	-0.423165	0.5
0	8045	1.64568	0.5
1	8045	-3.06675	0.5
2	8045	-1.31278	0.5
3	8045	0.796932	0.5
4	8045	-1.09987	0.5
0	8046	-0.904869	0.5
1	8046	1.58865	0.5
2	8046	1.11119	0.5
3	8046	0.167417	0.5
4	8046	0.580734	0.5
0	8047	0.7919	0.5
1	8047	1.13538	0.5
2	8047	-0.769549	0.5
3	8047	-0.217165	0.5
4	8047	0.932623	0.5
0	8048	-1.33674	0.5
1	8048	0.653975	0.5
2	8048	0.264299	0.5
3	8048	-1.08546	0.5
4	8048	1.66128	0.5
0	8049	-0.814396	0.5
1	8049	0.00206767	0.5
2	8049	-1.36782	0.5
3	8049	-1.55335	0.5
4	8049	1.06964	0.5
0	8050	-0.584278	0.5
1	8050	1.26979	0.5
2	8050	-0.259672	0.5
3	8050	1.75161	0.5
4	8050	-0.338677	0.5
0	8051	0.265681	0.5
1	8051	-0.421847	0.5
2	8051	1.00642	0.5
3	8051	-0.0338407	0.5
4	8051	0.707904	0.5
0	8052	0.574634	0.5
1	8052	0.730789	0.5
2	8052	0.956984	0.5
3	8052	-0.167313	0.5
4	8052	0.686897	0.5
0	8053	0.573833	0.5
1	8053	0.380855	0.5
2	8053	0.221824	0.5
3	8053	0.208447	0.5
4	8053	-0.869326	0.5
0	8054	-0.925729	0.5
1	8054	-0.28514	0.5
2	8054	0.6223	0.5
3	8054	-0.153856	0.5
4	8054	-0.540598	0.5
0	8055	1.29857	0.5
1	8055	1.21636	0.5
2	8055	-1.09592	0.5
3	8055	-0.0670662	0.5
4	8055	0.409836	0.5
0	8056	-0.451196	0.5
1	8056	-0.428748	0.5
2	8056	-0.469146	0.5
3	8056	1.02211	0.5
4	8056	-0.315597	0.5
0	8057	-0.106445	0.5
1	8057	-1.62812	0.5
2	8057	1.38936	0.5
3	8057	1.58954	0.5
4	8057	0.0616391	0.5
0	8058	-0.70433	0.5
1	8058	-0.255953	0.5
2	8058	1.27479	0.5
3	8058	-1.43999	0.5
4	8058	0.918604	0.5
0	8059	-0.698218	0.5
1	8059	0.735223	0.5
2	8059	-0.248264	0.5
3	8059	0.432223	0.5
4	8059	-0.243246	0.5
0	8060	-1.14595	0.5
1	8060	-1.36591	0.5
2	8060	-0.705586	0.5
3	8060	-0.961054	0.5
4	8060	-0.145376	0.5
0	8061	-0.311711	0.5
1	8061	0.454238	0.5
2	8061	-0.366396	0.5
3	8061	-1.42893	0.5
4	8061	-1.67014	0.5
0	8062	1.10634	0.5
1	8062	-0.670374	0.5
2	8062	1.35023	0.5
3	8062	0.0119386	0.5
4	8062	0.173026	0.5
0	8063	-0.65994	0.5
1	8063	-0.273998	0.5
2	8063	1.4741	0.5
3	8063	0.832742	0.5
4	8063	-0.855983	0.5
0	8064	1.64117	0.5
1	8064	-1.30481	0.5
2	8064	-0.40006	0.5
3	8064	0.743936	0.5
4	8064	0.383199	0.5
0	8065	-1.36069	0.5
1	8065	0.541974	0.5
2	8065	1.41665	0.5
3	8065	-0.0794384	0.5
4	8065	-0.40557	0.5
0	8066	-0.253868	0.5
1	8066	-1.97847	0.5
2	8066	0.472902	0.5
3	8066	0.300951	0.5
4	8066	-0.419819	0.5
0	8067	-0.369744	0.5
1	8067	0.345525	0.5
2	8067	-0.50359	0.5
3	8067	0.182681	0.5
4	8067	0.807272	0.5
0	8068	-1.76474	0.5
1	8068	0.586449	0.5
2	8068	-0.962327	0.5
3	8068	0.872782	0.5
4	8068	0.810111	0.5
0	8069	2.08258	0.5
1	8069	-1.27725	0.5
2	8069	-0.392173	0.5
3	8069	0.632419	0.5
4	8069	-0.0628729	0.5
0	8070	0.272072	0.5
1	8070	-1.50575	0.5
2	8070	-0.0487182	0.5
3	8070	-0.673275	0.5
4	8070	-1.32983	0.5
0	8071	0.964538	0.5
1	8071	-1.31148	0.5
2	8071	-0.037532	0.5
3	8071	-0.573305	0.5
4	8071	0.583717	0.5
0	8072	0.167212	0.5
1	8072	-0.563875	0.5
2	8072	0.0453708	0.5
3	8072	0.0779531	0.5
4	8072	-1.01418	0.5
